company,name,year,price_no,kms_no,fuel_type
Honda,Honda City i,2014,445000,121816,Diesel
Volkswagen,Volkswagen Tiguan 2.0,2017,2225000,104000,Diesel
Maruti,Maruti Alto 800,2016,227000,45877,Petrol
Maruti,Maruti Swift VXI,2018,494000,38922,Petrol
Hyundai,Hyundai EON Era,2015,243000,51612,Petrol
Volkswagen,Volkswagen Vento 1.5,2015,472000,101695,Diesel
Hyundai,Hyundai Santa Fe,2015,1052000,94786,Diesel
Maruti,Maruti Swift VDI,2011,214000,230510,Diesel
Nissan,Nissan Magnite XV,2021,849000,10905,Petrol
Renault,Renault Scala Diesel,2014,297000,71336,Diesel
Maruti,Maruti Swift VXI,2021,582000,6356,Petrol
Maruti,Maruti Wagon R,2014,272000,77065,Petrol
Hyundai,Hyundai i10 Sportz,2009,184000,54885,Petrol
Hyundai,Hyundai Grand i10,2018,429000,82621,Diesel
Hyundai,Hyundai Creta 1.6,2019,1109000,46095,Diesel
Honda,Honda Brio S,2015,322000,45162,Petrol
Tata,Tata Tiago 1.2,2018,424000,26680,Petrol
Maruti,Maruti Swift Vdi,2009,152000,150112,Diesel
Hyundai,Hyundai Grand i10,2019,509999,58386,Petrol
Maruti,Maruti Swift Dzire,2012,286000,75963,Petrol
Hyundai,Hyundai Creta 1.6,2019,1263000,25099,Petrol
Maruti,Maruti Celerio VXI,2015,310000,42101,Petrol
Tata,Tata Harrier XZ,2021,1089000,23129,Diesel
Honda,Honda Amaze VX,2015,475000,62000,Diesel
Maruti,Maruti Swift Dzire,2015,420000,67715,Petrol
Maruti,Maruti Wagon R,2002,100000,59726,Petrol
Toyota,Toyota Innova 2.5,2015,760000,168292,Diesel
Mahindra,Mahindra KUV 100,2018,330000,84825,Petrol
Skoda,Skoda Superb LK,2017,1755000,140785,Diesel
Maruti,Maruti Wagon R,2012,216000,28037,Petrol
Maruti,Maruti Swift VDI,2012,286000,80789,Diesel
Hyundai,Hyundai Creta S,2020,1290000,16968,Petrol
Maruti,Maruti Swift Dzire,2016,594000,23338,Diesel
Ford,Ford Ecosport 1.5,2013,413999,88993,Diesel
Renault,Renault KWID 1.0,2018,375000,58342,Petrol
Hyundai,Hyundai Verna CRDi,2018,980000,57000,Diesel
Tata,Tata Harrier XZ,2019,1390000,66000,Diesel
Maruti,Maruti Celerio VXI,2014,375000,58213,Petrol
Honda,Honda City 1.5,2009,276000,129760,Petrol
Honda,Honda City i-DTEC,2018,1025000,48100,Diesel
Tata,Tata Tiago 1.2,2016,384000,48554,Petrol
Hyundai,Hyundai Creta 1.6,2017,1058000,19787,Diesel
Hyundai,Hyundai Grand i10,2017,449000,39910,Petrol
Hyundai,Hyundai i10 Era,2011,290000,89000,Petrol
Hyundai,Hyundai i20 Magna,2013,340000,89201,Diesel
Honda,Honda Mobilio S,2015,423000,130151,Diesel
Skoda,Skoda Octavia Elegance,2013,578000,179308,Diesel
Tata,Tata Hexa XT,2018,1050000,58000,Diesel
Maruti,Maruti Ciaz Alpha,2019,902999,24311,Petrol
Toyota,Toyota Etios Liva,2014,336000,81899,Petrol
Maruti,Maruti Vitara Brezza,2017,668000,45795,Diesel
Skoda,Skoda New Laura,2013,341000,95884,Diesel
Maruti,Maruti Swift 1.3,2008,147000,89657,Petrol
Hyundai,Hyundai Accent GLE,2010,135000,116416,Petrol
Renault,Renault Duster 85PS,2012,314000,90198,Diesel
Mahindra,Mahindra XUV500 W6,2016,773000,73230,Diesel
Hyundai,Hyundai EON Era,2011,138000,134279,Petrol
Maruti,Maruti Ciaz ZDi,2015,588000,64933,Diesel
Maruti,Maruti Ciaz VDi,2016,505999,81114,Diesel
Honda,Honda Jazz 1.2,2016,444000,60923,Petrol
Hyundai,Hyundai i20 Magna,2010,220000,92573,Petrol
Honda,Honda Mobilio V,2015,455999,65281,Diesel
Toyota,Toyota Innova 2.5,2015,857000,138448,Diesel
Jeep,Jeep Compass 2.0,2018,1258000,86513,Diesel
MG,MG Hector Plus,2020,1657000,18697,Petrol
Honda,Honda Brio S,2016,368000,71735,Petrol
Maruti,Maruti Vitara Brezza,2016,595000,72316,Diesel
Hyundai,Hyundai Verna 1.6,2016,625000,87770,Diesel
Hyundai,Hyundai i20 Magna,2019,568000,25890,Petrol
Volkswagen,Volkswagen Vento Petrol,2013,320000,81426,Petrol
Hyundai,Hyundai Grand i10,2014,309000,107868,Diesel
Renault,Renault KWID 1.0,2018,340000,23434,Petrol
Maruti,Maruti Baleno 1.2,2017,558000,21099,Petrol
Toyota,Toyota Innova 2.5,2010,372000,196320,Diesel
Tata,Tata Indica Aura,2009,141000,51650,Diesel
Volkswagen,Volkswagen Vento 1.6,2016,620000,44091,Petrol
Hyundai,Hyundai Creta 1.6,2017,916000,33231,Petrol
Tata,Tata Altroz XM,2021,675000,7027,Petrol
Renault,Renault Triber RXL,2021,687000,5570,Petrol
Hyundai,Hyundai Creta 1.6,2016,940000,72500,Diesel
Maruti,Maruti Swift VDI,2012,286000,114638,Diesel
Toyota,Toyota Etios GD,2013,350000,72200,Diesel
Jeep,Jeep Compass 2.0,2018,1190000,61300,Diesel
Maruti,Maruti Ertiga VDI,2013,413000,245456,Diesel
Maruti,Maruti Ciaz Delta,2019,849000,52200,Petrol
Maruti,Maruti Ciaz ZDi,2015,590000,75000,Diesel
Chevrolet,Chevrolet Beat Diesel,2011,160000,68669,Diesel
Maruti,Maruti Celerio ZXI,2019,450000,57313,Petrol
Maruti,Maruti Ciaz VXi,2015,550000,549999,Petrol
Volkswagen,Volkswagen Polo 1.2,2016,500000,46328,Petrol
Honda,Honda City 1.5,2011,375000,57407,Petrol
Datsun,Datsun RediGO 1.0,2017,225000,87537,Petrol
Maruti,Maruti Swift Dzire,2013,434999,80176,Petrol
Maruti,Maruti Swift Dzire,2017,665000,62600,Diesel
Hyundai,Hyundai Santro Xing,2013,211000,66737,Petrol
Toyota,Toyota Innova 2.5,2011,550000,124400,Diesel
Hyundai,Hyundai i10 Sportz,2010,191000,57480,Petrol
BMW,BMW 3 Series,2015,1350000,99000,Diesel
Renault,Renault KWID RXL,2018,275000,47000,Petrol
Maruti,Maruti Baleno 1.3,2018,550000,35000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class C,2013,975000,58000,Diesel
Honda,Honda City S,2012,400000,48000,Petrol
Honda,Honda Amaze VX,2014,475000,45000,Petrol
Hyundai,Hyundai EON D,2012,190000,60000,Petrol
Hyundai,Hyundai i20 Magna,2014,465000,23000,Petrol
Hyundai,Hyundai Grand i10,2019,459999,45000,Petrol
Hyundai,Hyundai i10 Magna,2014,325000,45000,Petrol
Maruti,Maruti Ertiga VDI,2013,525000,58000,Diesel
Hyundai,Hyundai i20 1.2,2018,625000,48000,Petrol
BMW,BMW 2 Series,2021,4000000,18000,Petrol
Skoda,Skoda Kushaq 1.0,2022,1675000,16000,Petrol
Honda,Honda WR-V i-VTEC,2019,900000,17000,Petrol
Lexus,Lexus NX 300h,2018,4200000,111000,Petrol
Mercedes-Benz,Mercedes-Benz M-Class ML,2015,2850000,38000,Diesel
Honda,Honda Amaze V,2017,600000,36500,Petrol
Maruti,Maruti Wagon R,2016,300000,80000,Petrol
Chevrolet,Chevrolet Cruze LTZ,2012,350000,60000,Diesel
Maruti,Maruti Wagon R,2009,130000,40000,Petrol
Maruti,Maruti Ciaz VDi,2016,520000,100000,Diesel
Nissan,Nissan Kicks XV,2020,1160000,20000,Diesel
Maruti,Maruti S-Presso VXI,2020,370000,60000,Petrol
Maruti,Maruti Swift Dzire,2015,575000,100000,Diesel
Volkswagen,Volkswagen Polo Diesel,2013,235000,100000,Diesel
Maruti,Maruti Alto 800,2013,180000,80000,Petrol
Hyundai,Hyundai Verna SX,2021,1550000,32000,Diesel
Renault,Renault Duster 110PS,2014,420000,165000,Diesel
Maruti,Maruti Swift Dzire,2015,450000,40000,Petrol
Maruti,Maruti Celerio VXI,2020,570000,40000,Cng
Hyundai,Hyundai Creta 1.6,2015,727000,83775,Petrol
Maruti,Maruti Celerio VXI,2017,398000,6860,Petrol
Renault,Renault Lodgy Stepway,2015,455999,122759,Diesel
Volkswagen,Volkswagen Polo Petrol,2010,276000,39818,Petrol
Maruti,Maruti Wagon R,2010,168000,47635,Petrol
Renault,Renault Duster 110PS,2013,357000,128383,Diesel
Tata,Tata Hexa XE,2017,622000,294967,Diesel
Skoda,Skoda Octavia 1.8,2018,1967000,23377,Petrol
Hyundai,Hyundai i10 Era,2008,156000,56691,Petrol
Toyota,Toyota Innova 2.5,2011,508000,144256,Diesel
Honda,Honda City i,2014,529000,78688,Petrol
Skoda,Skoda Kushaq 1.0,2022,1502000,8267,Petrol
Hyundai,Hyundai Grand i10,2016,394000,86857,Diesel
Hyundai,Hyundai Verna 1.6,2016,560000,110613,Diesel
Porsche,Porsche Cayenne Diesel,2014,2671000,88277,Diesel
Maruti,Maruti Baleno 1.3,2015,536000,91498,Diesel
Tata,Tata Indica Terra,2011,150000,40493,Diesel
Mahindra,Mahindra TUV 300,2018,399000,112299,Diesel
Ford,Ford Ecosport 1.5,2020,886000,11988,Petrol
Datsun,Datsun GO T,2015,217000,71913,Petrol
Maruti,Maruti Swift Dzire,2016,438999,92720,Petrol
Volkswagen,Volkswagen Polo 1.2,2014,368000,94167,Petrol
Hyundai,Hyundai Grand i10,2018,470000,35708,Petrol
Renault,Renault Duster 110PS,2013,357000,123420,Diesel
Kia,Kia Seltos HTX,2020,994999,50135,Diesel
Hyundai,Hyundai i10 Era,2011,195000,85876,Petrol
Hyundai,Hyundai Xcent 1.2,2017,515000,8620,Petrol
Maruti,Maruti Wagon R,2010,148000,116328,Cng
Maruti,Maruti Eeco 5,2016,315000,56321,Petrol
Maruti,Maruti Swift Dzire,2014,381000,160648,Diesel
Hyundai,Hyundai Grand i10,2014,323000,50726,Petrol
Mahindra,Mahindra XUV500 W8,2013,491000,127046,Diesel
Maruti,Maruti Ertiga VXI,2015,441000,82158,Petrol
Isuzu,Isuzu MU-X 2WD,2018,1711000,64000,Diesel
Maruti,Maruti Celerio VXI,2020,432000,74776,Cng
Hyundai,Hyundai Grand i10,2016,342000,171065,Diesel
Hyundai,Hyundai i10 Magna,2010,209000,46400,Petrol
Maruti,Maruti Celerio ZXI,2015,363000,38156,Petrol
Maruti,Maruti Wagon R,2015,319000,49915,Petrol
Chevrolet,Chevrolet Beat LT,2015,273000,10768,Petrol
Maruti,Maruti Wagon R,2014,261000,69843,Petrol
Maruti,Maruti Baleno 1.2,2017,508000,59176,Petrol
Hyundai,Hyundai Verna 1.6,2011,369000,46962,Diesel
Honda,Honda Amaze VX,2013,326000,125380,Petrol
Mahindra,Mahindra TUV 300,2016,553000,57616,Diesel
Maruti,Maruti Swift Dzire,2018,566000,126686,Petrol
Toyota,Toyota Corolla Altis,2014,759000,125981,Petrol
Hyundai,Hyundai i20 Sportz,2010,252000,26786,Petrol
Maruti,Maruti Ciaz Sigma,2020,772000,35135,Petrol
Honda,Honda City i,2015,648000,99163,Petrol
Maruti,Maruti Baleno 1.2,2017,508000,48832,Petrol
Hyundai,Hyundai EON Era,2016,256000,38678,Petrol
Maruti,Maruti Swift Dzire,2022,791000,5427,Petrol
Toyota,Toyota Etios Liva,2011,235000,67357,Petrol
Hyundai,Hyundai i20 Magna,2010,220000,81951,Petrol
Maruti,Maruti Wagon R,2012,192000,70048,Cng
Mahindra,Mahindra Marazzo M4,2018,746000,117512,Diesel
Chevrolet,Chevrolet Beat PS,2013,156000,113652,Petrol
Maruti,Maruti Swift Dzire,2010,184000,141719,Petrol
Hyundai,Hyundai i10 Magna,2012,246000,71708,Petrol
Nissan,Nissan Micra XV,2010,275000,45000,Petrol
Maruti,Maruti Wagon R,2014,288000,60252,Petrol
Hyundai,Hyundai Xcent 1.2,2015,421000,40687,Petrol
Toyota,Toyota Corolla Altis,2013,612000,25075,Petrol
Maruti,Maruti Vitara Brezza,2017,631000,109863,Diesel
Hyundai,Hyundai Grand i10,2018,454000,74334,Petrol
Volkswagen,Volkswagen Polo Petrol,2012,275000,52186,Petrol
Maruti,Maruti Alto K10,2010,138000,49977,Petrol
BMW,BMW X3 xDrive20d,2012,1750000,91000,Diesel
Maruti,Maruti Ciaz VDi,2016,544000,124860,Diesel
Maruti,Maruti Ciaz 1.4,2017,647000,42681,Petrol
Maruti,Maruti Celerio X,2019,446000,22532,Petrol
Toyota,Toyota Etios GD,2012,273000,212367,Diesel
Maruti,Maruti Alto 800,2017,267000,73505,Petrol
Maruti,Maruti Swift VDI,2016,419000,146256,Diesel
Hyundai,Hyundai i20 1.2,2012,293000,33865,Petrol
Skoda,Skoda Slavia 1.0,2022,1295000,6090,Petrol
Renault,Renault Duster 85PS,2014,483000,45691,Diesel
Hyundai,Hyundai Santro Sportz,2021,507000,12471,Petrol
Hyundai,Hyundai i10 Sportz,2015,329000,56379,Petrol
Honda,Honda Civic 1.8,2011,247000,98446,Petrol
Maruti,Maruti Swift AMT,2018,586000,55519,Petrol
Honda,Honda City GXi,2008,174000,112886,Petrol
Maruti,Maruti SX4 S,2018,724000,79989,Diesel
Hyundai,Hyundai Grand i10,2016,525000,46000,Petrol
Chevrolet,Chevrolet Cruze LTZ,2012,450000,84000,Diesel
Honda,Honda Civic 1.8,2011,334000,45423,Petrol
Tata,Tata Nexon XM,2022,884000,4531,Petrol
Toyota,Toyota Etios GD,2014,384000,165260,Diesel
Datsun,Datsun GO T,2017,287000,34729,Petrol
MG,MG Hector Plus,2020,1530000,58493,Diesel
Mahindra,Mahindra XUV300 W8,2021,803999,40536,Diesel
Maruti,Maruti Baleno Zeta,2020,612000,57936,Petrol
Hyundai,Hyundai i10 Magna,2012,206000,83061,Petrol
MG,MG Hector Sharp,2019,1614999,31752,Petrol
Volkswagen,Volkswagen Polo Petrol,2011,225000,82770,Petrol
Maruti,Maruti Alto 800,2015,188000,71596,Petrol
Hyundai,Hyundai Santro Sportz,2022,544000,5273,Petrol
Maruti,Maruti Swift Dzire,2014,335000,72134,Diesel
Maruti,Maruti Baleno 1.2,2018,571000,33835,Petrol
Mahindra,Mahindra XUV500 W6,2017,877000,42355,Diesel
Maruti,Maruti Celerio ZXI,2019,461000,5246,Petrol
Maruti,Maruti Swift Dzire,2018,627000,7376,Petrol
Maruti,Maruti Swift VXI,2018,494000,62195,Petrol
Hyundai,Hyundai Santro Xing,2008,100000,84173,Petrol
Hyundai,Hyundai EON Era,2016,269000,56016,Petrol
Tata,Tata Manza Aura,2010,143000,103659,Diesel
Hyundai,Hyundai Grand i10,2014,385000,73000,Diesel
Renault,Renault Duster 85PS,2014,450000,42900,Diesel
Datsun,Datsun RediGO T,2016,250000,84000,Petrol
Chevrolet,Chevrolet Cruze LTZ,2013,490000,56000,Diesel
Volkswagen,Volkswagen Touareg 3.6,2007,1000000,92000,Petrol
Hyundai,Hyundai Creta 1.6,2016,950000,79000,Diesel
Maruti,Maruti Baleno 1.2,2017,508000,59407,Petrol
Maruti,Maruti Swift Dzire,2010,249000,57756,Petrol
Fiat,Fiat Linea Emotion,2010,166000,140148,Diesel
Tata,Tata Altroz XM,2021,684000,3730,Petrol
Maruti,Maruti Swift ZXI,2015,364000,98890,Petrol
Tata,Tata Tigor 1.05,2017,408000,134156,Diesel
Maruti,Maruti Alto K10,2017,309000,49446,Petrol
Maruti,Maruti Swift Dzire,2011,191000,146510,Petrol
Honda,Honda Mobilio S,2014,393000,81355,Diesel
Renault,Renault Duster 110PS,2013,350000,100298,Diesel
Maruti,Maruti Swift Dzire,2018,684000,60892,Petrol
Maruti,Maruti Alto K10,2015,269000,48603,Petrol
Mercedes-Benz,Mercedes-Benz GLC Progressive,2018,3219000,95472,Diesel
Mercedes-Benz,Mercedes-Benz E-Class E250,2011,1775000,63000,Diesel
Maruti,Maruti Alto 800,2016,325000,44000,Petrol
Hyundai,Hyundai i20 1.4,2012,390000,60000,Diesel
Maruti,Maruti Celerio LXI,2014,259000,18674,Petrol
Maruti,Maruti Ciaz Alpha,2021,998000,11689,Petrol
Mahindra,Mahindra Scorpio S11,2017,1061000,55187,Diesel
Maruti,Maruti Baleno 1.2,2017,557000,59089,Petrol
Hyundai,Hyundai i10 Sportz,2010,181000,86517,Petrol
Hyundai,Hyundai Grand i10,2015,385000,19079,Petrol
Fiat,Fiat Grande Punto,2010,176000,50502,Petrol
Maruti,Maruti Celerio ZXI,2018,428000,33173,Petrol
Honda,Honda Amaze S,2016,434000,88227,Diesel
Hyundai,Hyundai i20 Magna,2013,314000,73914,Petrol
Hyundai,Hyundai i20 Sportz,2019,645000,85906,Petrol
Hyundai,Hyundai i20 Sportz,2010,240000,82818,Petrol
Honda,Honda Amaze V,2018,721000,13102,Petrol
Maruti,Maruti Swift VXI,2022,617000,18008,Petrol
Ford,Ford Ecosport 1.5,2020,742000,12011,Petrol
Honda,Honda City i,2015,698000,57445,Petrol
Hyundai,Hyundai i20 Magna,2013,276000,127936,Petrol
Maruti,Maruti Celerio VDi,2015,301000,77262,Diesel
Hyundai,Hyundai i20 1.2,2018,592000,52401,Petrol
Maruti,Maruti Swift VXI,2020,548000,44071,Petrol
Mahindra,Mahindra XUV500 W8,2014,596000,153231,Diesel
Mahindra,Mahindra XUV500 W6,2015,622000,132131,Diesel
Honda,Honda City V,2012,417000,70132,Petrol
Hyundai,Hyundai Grand i10,2017,488999,15321,Petrol
Maruti,Maruti Ritz LXI,2009,179000,74727,Petrol
Tata,Tata Punch Creative,2021,787000,19959,Petrol
Hyundai,Hyundai i10 Sportz,2011,244000,50596,Petrol
Maruti,Maruti Baleno 1.2,2016,512000,56982,Petrol
Maruti,Maruti Ertiga LXI,2019,592000,52932,Petrol
Mahindra,Mahindra XUV700 AX3,2021,1476000,8655,Petrol
Maruti,Maruti Ritz VDi,2011,204000,127763,Diesel
Hyundai,Hyundai Verna VTVT,2019,858000,20033,Petrol
Volkswagen,Volkswagen Polo 1.5,2016,446000,124908,Diesel
Toyota,Toyota Corolla H2,2005,215000,60000,Petrol
Mahindra,Mahindra XUV500 W10,2017,917000,140556,Diesel
Tata,Tata Bolt Quadrajet,2016,274000,184618,Diesel
Maruti,Maruti Alto K10,2014,242000,73600,Petrol
Volkswagen,Volkswagen Jetta 1.9,2009,325000,89000,Diesel
Renault,Renault Duster 85PS,2012,400000,57000,Diesel
Skoda,Skoda Rapid 1.6,2011,411000,65000,Diesel
Maruti,Maruti Swift LDI,2012,390000,67000,Diesel
Maruti,Maruti Swift 1.3,2009,152000,59458,Petrol
Mahindra,Mahindra XUV300 W8,2021,968000,67534,Diesel
Maruti,Maruti Wagon R,2011,193000,37204,Petrol
Jeep,Jeep Compass 2.0,2017,927000,119444,Diesel
Maruti,Maruti Ciaz 1.3,2017,672000,25541,Diesel
Maruti,Maruti Alto 800,2017,275000,22999,Petrol
Maruti,Maruti Ciaz Alpha,2019,834000,57270,Petrol
Volkswagen,Volkswagen Polo 1.0,2020,559000,29797,Petrol
Volkswagen,Volkswagen Vento 1.2,2015,457000,92028,Petrol
Hyundai,Hyundai i20 1.2,2012,308000,36550,Petrol
Hyundai,Hyundai Grand i10,2016,425000,46407,Petrol
Maruti,Maruti Baleno Zeta,2021,832000,9598,Petrol
Chevrolet,Chevrolet Spark 1.0,2010,115999,48616,Petrol
Honda,Honda Amaze VX,2019,465000,116560,Petrol
Honda,Honda Jazz 1.2,2016,513999,49625,Petrol
Nissan,Nissan Micra XV,2014,338000,56409,Petrol
Mahindra,Mahindra KUV 100,2016,260000,128847,Diesel
Hyundai,Hyundai i10 Era,2010,139000,212598,Petrol
Maruti,Maruti Ciaz ZDi,2015,513999,80444,Diesel
Datsun,Datsun GO Plus,2017,321000,30848,Petrol
Maruti,Maruti Ciaz 1.4,2017,569000,154027,Petrol
Honda,Honda Amaze S,2016,358000,71834,Petrol
Chevrolet,Chevrolet Spark 1.0,2011,110000,74829,Petrol
Volkswagen,Volkswagen Polo 1.2,2017,367000,175705,Petrol
Honda,Honda Brio S,2012,254999,38219,Petrol
Maruti,Maruti Ciaz Sigma,2018,652000,49391,Petrol
Honda,Honda City 1.5,2010,305000,167457,Petrol
Hyundai,Hyundai EON D,2012,185000,50915,Petrol
Maruti,Maruti Ertiga VXI,2018,705000,77778,Cng
Maruti,Maruti Baleno 1.2,2017,508000,30435,Petrol
Renault,Renault KWID RXT,2018,276000,80478,Petrol
Mahindra,Mahindra XUV300 W6,2020,791000,62805,Diesel
Hyundai,Hyundai Grand i10,2021,651000,8683,Petrol
Maruti,Maruti Ciaz Delta,2019,696000,50251,Diesel
Datsun,Datsun GO T,2015,237000,32635,Petrol
Volkswagen,Volkswagen Jetta 1.4,2012,497000,53003,Petrol
Maruti,Maruti XL6 Zeta,2019,744000,113006,Petrol
Maruti,Maruti Swift Dzire,2018,543000,69036,Diesel
Hyundai,Hyundai EON Era,2012,192000,61235,Petrol
Hyundai,Hyundai i20 1.2,2017,547000,29946,Petrol
Maruti,Maruti Eeco 5,2021,478000,21330,Petrol
Tata,Tata Harrier XZA,2020,1814000,42418,Diesel
Hyundai,Hyundai i10 Era,2013,229999,90605,Petrol
Maruti,Maruti Alto Green,2010,134000,127866,Cng
Renault,Renault Duster 110PS,2012,268000,177697,Diesel
Volkswagen,Volkswagen Ameo 1.0,2018,568000,13278,Petrol
Maruti,Maruti S-Presso VXI,2021,494000,4343,Petrol
Mahindra,Mahindra Scorpio LX,2009,223000,123804,Diesel
Hyundai,Hyundai Xcent 1.2,2018,515000,22939,Petrol
Honda,Honda Amaze S,2016,454000,22055,Petrol
Maruti,Maruti SX4 Vxi,2010,198000,62843,Petrol
MG,MG Astor Style,2022,977000,4783,Petrol
Tata,Tata Nexon 1.2,2019,794000,54441,Petrol
Tata,Tata Hexa XTA,2017,1008000,122735,Diesel
Honda,Honda City Corporate,2012,407000,48096,Petrol
Maruti,Maruti Celerio ZXI,2016,386000,46005,Petrol
Datsun,Datsun RediGO T,2017,219000,62876,Petrol
Hyundai,Hyundai Xcent 1.2,2014,433000,21712,Petrol
BMW,BMW 5 Series,2014,1971000,55525,Diesel
Toyota,Toyota Etios Liva,2013,292000,154913,Diesel
Mahindra,Mahindra XUV500 W6,2014,622000,75269,Diesel
Hyundai,Hyundai Verna XXi,2008,112000,158267,Petrol
Hyundai,Hyundai i20 Magna,2020,609000,12355,Petrol
Mahindra,Mahindra XUV500 W8,2012,447000,81631,Diesel
Maruti,Maruti Ertiga SHVS,2017,691000,88972,Diesel
Maruti,Maruti Wagon R,2011,189000,90509,Petrol
Hyundai,Hyundai Santro Xing,2008,132000,76154,LPG
Maruti,Maruti Alto K10,2017,309000,34851,Petrol
Maruti,Maruti A-Star Vxi,2010,180000,35354,Petrol
Hyundai,Hyundai i10 Magna,2011,214000,55226,Petrol
Maruti,Maruti Wagon R,2012,211000,83436,Petrol
Maruti,Maruti Swift 1.3,2009,142000,193593,Petrol
Hyundai,Hyundai Creta 1.6,2017,799000,128782,Petrol
Maruti,Maruti Celerio VXI,2017,333000,63636,Petrol
Maruti,Maruti Swift Dzire,2014,369000,79052,Petrol
Maruti,Maruti Zen Estilo,2011,300000,76800,Petrol
Hyundai,Hyundai i10 Era,2013,500000,58478,Petrol
Kia,Kia Seltos GTX,2019,1498000,19667,Petrol
Hyundai,Hyundai Verna 1.6,2014,469000,75386,Diesel
Volkswagen,Volkswagen Jetta 1.9,2010,551000,85000,Diesel
Renault,Renault Duster 85PS,2018,852000,28137,Diesel
Tata,Tata Indigo LS,2011,136000,355444,Diesel
Ford,Ford Ecosport 1.5,2014,445000,82347,Diesel
Hyundai,Hyundai Verna 1.6,2011,334000,130625,Petrol
Hyundai,Hyundai Creta 1.6,2017,790000,44401,Petrol
Renault,Renault KWID RXT,2016,272000,11592,Petrol
Tata,Tata Tiago 1.2,2018,423000,34121,Petrol
Hyundai,Hyundai EON Magna,2011,177000,33611,Petrol
Maruti,Maruti Vitara Brezza,2017,785000,53000,Diesel
Hyundai,Hyundai Venue SX,2019,950000,55000,Petrol
Hyundai,Hyundai i10 Magna,2011,500000,58000,Petrol
Maruti,Maruti Wagon R,2011,500000,68000,Petrol
Chevrolet,Chevrolet Sail LS,2013,750000,76800,Diesel
Maruti,Maruti Swift Dzire,2019,757000,68477,Diesel
Honda,Honda Amaze VX,2019,667000,24370,Petrol
Maruti,Maruti Swift Dzire,2017,598000,64071,Petrol
Honda,Honda Amaze S,2015,600000,94403,Diesel
Tata,Tata Harrier XZ,2022,2206000,14519,Diesel
Honda,Honda City i,2014,555000,31938,Petrol
Maruti,Maruti Alto K10,2017,282000,39873,Petrol
Volkswagen,Volkswagen Vento 1.0,2021,864000,22649,Petrol
MG,MG Hector Sharp,2020,1576000,27710,Petrol
Tata,Tata Harrier XZA,2020,2014000,35575,Diesel
Honda,Honda WR-V i-VTEC,2019,696000,65062,Petrol
Honda,Honda City i,2014,540000,87144,Petrol
Hyundai,Hyundai i20 Asta,2021,928999,24561,Petrol
Maruti,Maruti Alto K10,2016,325000,40000,Petrol
Mercedes-Benz,Mercedes-Benz GLC 220d,2020,5650000,24000,Diesel
Mercedes-Benz,Mercedes-Benz GLE 300d,2021,8900000,13000,Diesel
Mercedes-Benz,Mercedes-Benz S-Class S,2017,7150000,18000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class 220,2013,1375000,40000,Diesel
Audi,Audi A6 35,2016,2450000,68000,Diesel
BMW,BMW 5 Series,2018,4050000,55000,Diesel
Tata,Tata Indigo LX,2012,150000,80000,Diesel
BMW,BMW 3 Series,2014,1850000,64593,Diesel
Mercedes-Benz,Mercedes-Benz E-Class E250,2015,2200000,63203,Diesel
BMW,BMW X6 xDrive,2015,3790000,75000,Diesel
Audi,Audi Q5 2.0,2014,1600000,94002,Diesel
Mercedes-Benz,Mercedes-Benz C-Class C,2014,1190000,90004,Diesel
BMW,BMW X5 xDrive,2014,2900000,83005,Diesel
Ford,Ford Ecosport 1.5,2015,475000,62500,Diesel
Mercedes-Benz,Mercedes-Benz B Class,2013,1290000,67000,Petrol
Audi,Audi A8 L,2015,4200000,81250,Diesel
Jaguar,Jaguar XJ 3.0L,2012,2290000,79004,Diesel
Mercedes-Benz,Mercedes-Benz M-Class ML,2014,2190000,80000,Diesel
Land,Land Rover Range,2013,3525000,87002,Diesel
Audi,Audi Q5 2.0,2013,1425000,94002,Diesel
Audi,Audi A6 2.0,2013,1425000,82005,Diesel
Land,Land Rover Range,2013,3975000,95004,Diesel
BMW,BMW X1 sDrive20i,2019,2810000,68753,Petrol
Audi,Audi Q5 30,2015,1475000,80000,Diesel
Ford,Ford Ecosport 1.5,2015,475000,62500,Diesel
Hyundai,Hyundai Creta 1.6,2017,894999,85000,Diesel
Maruti,Maruti Baleno 1.3,2018,620000,55500,Diesel
Hyundai,Hyundai Venue SX,2021,1150000,10000,Petrol
Maruti,Maruti Baleno 1.3,2018,625000,54000,Diesel
Tata,Tata Harrier XM,2019,1250000,32500,Diesel
Tata,Tata Harrier XM,2019,1260000,33500,Diesel
Audi,Audi Q5 3.0,2015,2100000,35000,Diesel
MG,MG ZS EV,2020,2110000,38000,Electric
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2018,3650000,16500,Petrol
Audi,Audi A6 35,2018,3675000,30000,Petrol
Mini,Mini Cooper D,2014,1889999,29000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2020,3900000,24000,Diesel
Audi,Audi A3 35,2020,2580000,39000,Diesel
Mercedes-Benz,Mercedes-Benz E-Class Expression,2018,4400000,65000,Petrol
Renault,Renault Duster Petrol,2017,575000,49000,Petrol
Toyota,Toyota Innova Crysta,2018,1875000,26000,Diesel
Audi,Audi Q3 35,2016,1475000,76000,Diesel
BMW,BMW 6 Series,2020,6050000,50000,Diesel
Lexus,Lexus NX 300h,2019,4800000,49000,Petrol
